index,bolum,konu,correct_answer,predicted_answer,is_correct,format_uygun,düşünce_length
399,KPSS Denemeleri,GENEL YETENEK DENEMELER,B,B,True,False,0
400,KPSS Denemeleri,GENEL YETENEK DENEMELER,D,,False,False,0
401,KPSS Denemeleri,TARİH DENEMELER,E,D,False,False,0
402,TUS,,B,,False,False,0
403,TUS,,B,,False,False,0
404,YGS Denemeleri,EDEBİYAT ÇIKMIŞ SORULAR,E,,False,False,0
405,Yönetim Bİlişim Sistemleri,ISLETME BILGI SISTEMLERI,D,,False,False,0
406,YGS Denemeleri,TÜRKÇE KONU SORULARI,D,,False,False,0
407,KPSS,Tarih,E,,False,False,0
408,YGS Denemeleri,TÜRKÇE KONU SORULARI,C,,False,False,0
409,YGS Denemeleri,DİL VE ANLATIM,C,B,False,False,0
410,KPSS Denemeleri,VATANDAŞLIK KONU SINAVLARI,D,,False,False,0
411,YGS Denemeleri,TARİH ÇÖZÜMLÜ DENEMELER,E,E,True,False,0
412,TUS,Pediatri,A,,False,False,0
413,YGS Denemeleri,DİL VE ANLATIM,E,E,True,False,0
414,YGS Denemeleri,TARİH KONU SORULARI,E,,False,False,0
415,KPSS Denemeleri,TARİH DENEMELER,E,,False,False,0
416,YGS Denemeleri,EDEBİYAT DENEME SINAVLARI,B,D,False,False,0
417,KPSS Denemeleri,GENEL KÜLTÜR DENEME,D,,False,False,0
418,KPSS Denemeleri,COĞRAFYA KONU SINAVLARI,D,,False,False,0
419,YGS Denemeleri,DİL VE ANLATIM,D,,False,False,0
420,YGS Denemeleri,DİL VE ANLATIM,C,,False,False,0
421,YGS Denemeleri,DİL VE ANLATIM,D,,False,False,0
422,YGS Denemeleri,TARİH KONU SORULARI,E,,False,False,0
423,YGS Denemeleri,TÜRKÇE ÇIKMIŞ SORULAR,C,E,False,False,0
424,YGS Denemeleri,DİL VE ANLATIM,D,,False,False,0
425,KPSS,Tarih,A,,False,False,0
426,YGS Denemeleri,TARİH KONU SORULARI,A,,False,False,0
427,TUS,,E,,False,False,0
428,YGS Denemeleri,DİL VE ANLATIM,D,,False,False,0
429,YGS Denemeleri,KİMYA KONU SORULARI,E,,False,False,0
430,YGS Denemeleri,DİL VE ANLATIM,B,,False,False,0
431,Dış Ticaret,Uluslararası Lojistik,B,,False,False,0
432,İşletme Yönetimi,Tedarik Zinciri Yönetimi,C,,False,False,0
433,YGS Denemeleri,EDEBİYAT DENEME SINAVLARI,C,,False,False,0
434,YGS Denemeleri,TARİH KONU SORULARI,E,,False,False,0
435,YGS Denemeleri,EDEBİYAT KONU SORULARI,E,,False,False,0
436,YGS Denemeleri,BİYOLOJİ KONU SORULARI,D,,False,False,0
437,YGS Denemeleri,FİZİK KONU SORULARI,E,,False,False,0
438,YGS Denemeleri,DİL VE ANLATIM,D,,False,False,0
439,KPSS Denemeleri,TARİH DENEMELER,D,,False,False,0
440,YGS Denemeleri,TARİH ÇÖZÜMLÜ DENEMELER,B,,False,False,0
441,Felsefe,Sembolik Mantık,E,,False,False,0
442,YGS Denemeleri,COĞRAFYA KONU SORULARI,C,,False,False,0
443,YGS Denemeleri,TARİH ÇÖZÜMLÜ DENEMELER,D,,False,False,0
444,YGS Denemeleri,TARİH KONU SORULARI,D,A,False,False,0
445,Dış Ticaret,Vergi Hukuku,B,,False,False,0
446,TUS,,D,,False,False,0
447,Sosyoloji,Yeni Toplumsal Hareketler,D,B,False,False,0
448,TUS,,B,,False,False,0
449,Felsefe,Yurttaşlık ve Çevre Bilgisi,B,,False,False,0
450,KPSS Denemeleri,TARİH DENEMELER,E,,False,False,0
451,KPSS Denemeleri,MATEMATİK DENEMELER,C,,False,False,0
452,YGS Denemeleri,BİYOLOJİ KONU SORULARI,B,,False,False,0
453,Dış Ticaret,Uluslararası Lojistik,E,,False,False,0
454,YGS Denemeleri,DİL VE ANLATIM,D,,False,False,0
455,Dış Ticaret,Uluslararası Lojistik,E,,False,False,0
456,YGS Denemeleri,TÜRKÇE DENEMELER,C,,False,False,0
457,KPSS Denemeleri,GENEL YETENEK DENEMELER,D,A,False,False,0
458,YGS Denemeleri,TARİH KONU SORULARI,E,,False,False,0
459,YGS Denemeleri,EDEBİYAT DENEME SINAVLARI,A,,False,False,0
460,Sosyoloji,Sosyolojide Araştırma Yöntem ve Teknikleri,C,,False,False,0
461,KPSS Denemeleri,TARİH KONU SINAVLARI,B,,False,False,0
462,Yönetim Bİlişim Sistemleri,URETIM YONETIMI,A,,False,False,0
463,YGS Denemeleri,COĞRAFYA KONU SORULARI,A,,False,False,0
464,KPSS Denemeleri,GENEL YETENEK DENEMELER,C,A,False,False,0
465,KPSS,Tarih,C,,False,False,0
466,KPSS,Tarih,A,,False,False,0
467,KPSS Denemeleri,TARİH KONU SINAVLARI,E,,False,False,0
468,İşletme Yönetimi,Tedarik Zinciri Yönetimi,C,,False,False,0
469,TUS,,B,,False,False,0
470,YGS Denemeleri,DİL VE ANLATIM,A,,False,False,0
471,Dış Ticaret,Uluslararası Lojistik,C,,False,False,0
472,KPSS Denemeleri,VATANDAŞLIK DENEMELER,E,,False,False,0
473,KPSS Denemeleri,VATANDAŞLIK DENEMELER,D,,False,False,0
474,Yönetim Bİlişim Sistemleri,BILGI TOPLUMU VE E-DEVLET,B,C,False,False,0
475,YGS Denemeleri,TÜRKÇE KONU SORULARI,A,,False,False,0
476,KPSS Denemeleri,TARİH KONU SINAVLARI,E,,False,False,0
477,YGS Denemeleri,COĞRAFYA KONU SORULARI,A,C,False,False,0
478,Felsefe,Klasik Sosyoloji Tarihi,C,,False,False,0
479,KPSS Denemeleri,TARİH KONU SINAVLARI,A,B,False,False,0
480,YGS Denemeleri,DİL VE ANLATIM,C,E,False,False,0
481,YGS Denemeleri,EDEBİYAT KONU SORULARI,E,,False,False,0
482,KPSS Denemeleri,GENEL YETENEK DENEMELER,A,C,False,False,0
483,KPSS Denemeleri,COĞRAFYA DENEME,C,,False,False,0
484,KPSS Denemeleri,TARİH DENEMELER,E,,False,False,0
485,YGS Denemeleri,DİL VE ANLATIM,E,,False,False,0
486,Yönetim Bİlişim Sistemleri,Finansal Yönetim,B,,False,False,0
487,YGS Denemeleri,DİL VE ANLATIM,B,,False,False,0
488,KPSS Denemeleri,GENEL KÜLTÜR DENEME,E,,False,False,0
489,YGS Denemeleri,TÜRKÇE KONU SORULARI,C,,False,False,0
490,YGS Denemeleri,TARİH KONU SORULARI,E,B,False,False,0
491,KPSS,Tarih,B,,False,False,0
492,YGS Denemeleri,TÜRKÇE KONU SORULARI,B,,False,False,0
493,YGS Denemeleri,KİMYA KONU SORULARI,C,,False,False,0
494,YGS Denemeleri,SOSYAL BİLİMLER ÇIKMIŞ SORULAR,A,,False,False,0
495,TUS,,C,,False,False,0
496,KPSS Denemeleri,TÜRKÇE DENEMELER,B,,False,False,0
497,İktisat,Makro İktisat,D,,False,False,0
498,TUS,,C,B,False,False,0
499,TUS,Patoloji,D,C,False,False,0
